playerID,gameID,yearID,gameNum,teamID,lgID,GP,startingPos,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yearID,teamID,lgID,salary
ramirar01,ALS201407150,2014,0,MIL,NL,1,,2014,1,MIL,NL,133,494,47,141,23,1,15,66,3,0,21,75,2,13,0,3,18,2014,MIL,NL,16000000
rizzoan01,ALS201407150,2014,0,CHN,NL,1,,2014,1,CHN,NL,140,524,89,150,28,1,32,78,5,4,73,116,7,15,0,4,8,2014,CHN,NL,1250000
rodrifr03,ALS201407150,2014,0,MIL,NL,1,,2014,1,MIL,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,MIL,NL,3250000
rossty01,ALS201407150,2014,0,SDN,NL,0,,2014,1,SDN,NL,32,56,6,10,1,0,0,3,0,0,3,22,0,1,2,1,0,2014,SDN,NL,1980000
stantmi03,ALS201407150,2014,0,MIA,NL,1,,2014,1,MIA,NL,145,539,89,155,31,1,37,105,13,1,94,170,24,3,0,2,16,2014,MIA,NL,6500000
streehu01,ALS201407150,2014,0,SDN,NL,0,,2014,1,SDN,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,SDN,NL,7000000
wainwad01,ALS201407150,2014,0,SLN,NL,1,,2014,1,SLN,NL,32,72,4,13,3,0,0,6,0,0,3,22,0,0,7,0,0,2014,SLN,NL,19500000
watsoto01,ALS201407150,2014,0,PIT,NL,1,,2014,1,PIT,NL,78,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2014,PIT,NL,518500
zimmejo02,ALS201407150,2014,0,WAS,NL,0,,2014,1,WAS,NL,32,55,3,10,1,0,0,1,0,0,2,21,0,0,9,1,0,2014,WAS,NL,7500000
